id_number	City	State	ZipCode	Age	Company	Longitude	StreetAddress	Street Number	Latitude	lat_2
629	Nashua	NH	3060	44	William Wanamaker & Sons	-71.498838	4560 Grasselli Street	4560	42.696914	42
630	New York	NY	10016	35	Pay'N Takeit	-74.005455	2956 Henry Ford Avenue	2956	40.826575	40
631	Springfield	IL	62701	57	Belle Ladi	-89.657982	3470 Bolman Court	3470	39.712774	39
632	Piscataway	NJ	8854	48	John Plain	-74.396763	428 Pinnickinnick Street	428	40.481862	40
633	Bonners Ferry	ID	83805	68	Mr. D's IGA	-116.573821	267 Fantages Way	267	48.82177	48
634	Springfield	MA	1103	53	Endicott Johnson	-72.532354	3273 Leverton Cove Road	3273	42.162941	42
635	Pittsburgh	PA	15212	79	Stratacard	-79.9625	4859 Jacobs Street	4859	40.503148	40
636	Winona	MN	55987	56	Red Robin Stores	-91.637216	4301 Sugar Camp Road	4301	43.941695	43
637	Riverdale	GA	30236	73	Showbiz Pizza Place	-84.517907	1172 Elkview Drive	1172	33.640305	33
638	Reno	NV	89501	56	Super Place	-119.875348	618 Rockford Road	618	39.566453	39
639	Malibu	CA	90265	38	National Record Mart	-118.744497	3224 Armbrester Drive	3224	34.093712	34
640	Altoona	PA	16601	70	Sports Town USA	-78.370177	4762 Stutler Lane	4762	40.622726	40
641	Springfield	MA	1103	60	Magik Lamp	-72.541657	1534 Frank Avenue	1534	42.098167	42
642	Saipan	MP	96950	82	Grade A Investment	145.700751	2977 Flint Street	2977	15.111304	15
643	Rochelle Park	NJ	7662	56	John M. Smyth's Homemakers	-73.979829	636 Caynor Circle	636	40.960948	40
644	Port St Joe	FL	32456	42	Sun Foods	-85.328241	1521 American Drive	1521	29.810536	29
645	Lynchburg	VA	24501	42	Briazz	-79.228691	2135 Queens Lane	2135	37.415187	37
646	Saint Louis	MO	63141	57	Las Vegas Yard Management	-90.465257	4566 Cottrill Lane	4566	38.716793	38
647	Tulsa	OK	74120	68	J. K. Gill Company	-95.913293	1142 Camel Back Road	1142	36.201356	36
648	Maplewood	MN	55119	47	Dream Home Real Estate Service	-92.90356	4565 Laurel Lee	4565	45.044477	45
649	Los Angeles	CA	90017	25	Circuit City	-118.241422	3224 Thompson Street	3224	33.988466	33
650	East Rochester	NY	14445	29	Simply Appraisals	-77.571032	741 Walt Nuzum Farm Road	741	43.158757	43
651	San Diego	CA	92101	41	Kinney Shoes	-117.169825	4930 Poplar Avenue	4930	32.71671	32
652	Macon	GA	31206	57	Sunny's Surplus	-83.640565	2266 Oakridge Lane	2266	32.848377	32
653	Portsmouth	NH	3801	26	Benesome	-70.781281	4265 Grasselli Street	4265	43.146532	43
654	North Charleston	SC	29420	69	J. Brannam	-80.074155	1188 Poe Road	1188	32.855196	32
655	Tulsa	OK	74146	20	Home Centers	-95.848181	3793 Bridge Street	3793	36.151557	36
656	Salt Lake City	UT	84116	74	Lionel Kiddie City	-111.8911	3056 Philadelphia Avenue	3056	40.809239	40
657	Rampart	AK	99767	77	Weingarten's	-150.083323	3277 Blackwell Street	3277	65.488781	65
658	Cahaba Heights	AL	35242	52	E.J. Korvette	-86.668749	3492 Wright Court	3492	33.537733	33
659	Bellflower	CA	90706	83	Wherehouse Music	-118.076327	3378 Jett Lane	3378	33.812825	33
660	Burr Ridge	IL	61257	39	Knockout Kickboxing	-87.826919	1234 Thomas Street	1234	41.688251	41
661	Dallas	TX	75207	26	Linens 'n Things	-96.761097	1557 Giraffe Hill Drive	1557	32.696314	32
662	Knoxville	TN	37921	75	Integra Wealth	-83.998109	4777 Wiseman Street	4777	36.060438	36
663	Norcross	GA	30071	39	Brilliant Home Designs	-84.293581	3985 Fowler Avenue	3985	33.863439	33
664	Arlington Heights	IL	60004	81	Dream Home Real Estate Service	-87.944797	1271 Dovetail Drive	1271	42.050686	42
665	Syracuse	NY	13202	84	Rustler Steak House	-76.158732	772 Cliffside Drive	772	43.04105	43
666	Fostoria	OH	44830	83	Wherehouse Music	-83.451937	818 Cedarstone Drive	818	41.152203	41
667	Fort Worth	TX	76118	22	Crandall's Fine Furniture	-97.294424	4917 Oliver Street	4917	32.756585	32
668	Clarks	NE	68628	35	All Wound Up	-97.767966	1552 Kyle Street	1552	41.194966	41
669	Dallas	TX	75204	21	Lionel Playworld	-96.765699	205 Ash Street	205	32.889182	32
670	Staples	MN	56479	69	Sounds of Soul Records & Tapes	-94.782412	4888 Post Avenue	4888	46.340402	46
671	Lansing	MI	48933	54	Eli Moore Inc	-84.616703	2087 Elk Avenue	2087	42.730343	42
672	Roanoke Rapids	NC	27870	59	S&W Cafeteria	-77.812777	3454 Green Acres Road	3454	36.513713	36
673	Woodland	IL	60970	83	Road Runner Lawn Services	-87.686331	2130 Braxton Street	2130	40.738167	40
674	Gulfport	MS	39501	25	MagnaSolution	-89.115907	4962 Coventry Court	4962	30.305301	30
675	Belleville	NJ	7109	45	Red Owl	-74.250803	2045 Granville Lane	2045	40.772516	40
676	Pompano Beach	FL	33064	81	Architectural Genie	-80.087181	1702 West Fork Drive	1702	26.186286	26
677	Corpus Christi	TX	78476	22	Tons O' Toys	-97.548757	2037 Washington Street	2037	27.728751	27
678	Magnolia	OH	44643	66	Manu Connection	-81.202063	1895 Rivendell Drive	1895	40.714072	40
679	River Edge	NJ	7649	53	Ernst Home Centers	-74.108309	4723 Goldleaf Lane	4723	40.888338	40
680	New York	NY	10036	83	Konsili	-74.02427	978 Farnum Road	978	40.778587	40
681	Little Rock	AR	72201	45	Little Tavern	-92.190921	1447 Clinton Street	1447	34.68521	34
682	Atlanta	GA	30303	82	Rink's	-84.374598	3915 Davis Street	3915	33.750645	33
683	Gibson	LA	70356	59	Dave Cooks	-90.992261	1179 Woodland Avenue	1179	29.596088	29
684	Fredericksburg	VA	22408	21	Personal & Corporate Design	-77.376165	849 Meadowview Drive	849	38.306778	38
685	Springfield	MO	65806	36	Total Sources	-93.252184	3688 Chandler Drive	3688	37.124964	37
686	Louisville	KY	40205	58	Square Circle	-85.722469	586 Cerullo Road	586	38.223203	38
687	Grand Island	NE	68801	27	Shoe Pavilion	-98.177547	3464 Kyle Street	3464	40.963298	40
688	Indianapolis	IN	46214	39	Circuit Design	-86.340609	2148 Davisson Street	2148	39.88976	39
689	Waynesboro	MS	39367	24	Landskip Yard Care	-88.688366	2836 Gorby Lane	2836	31.782102	31
690	Oakland	CA	94609	74	Casual Corner	-122.226907	2759 Station Street	2759	37.926669	37
691	Cabool	MO	65689	19	Warshal's	-91.991474	894 Davis Place	894	37.040682	37
692	Mountain Grove	MO	65711	55	Hit or Miss	-92.35095	1760 Twin House Lane	1760	37.15197	37
693	Providence	RI	2905	46	Hughes Markets	-71.318769	774 Winding Way	774	41.771443	41
694	Augusta	SC	30902	81	Bold Ideas	-82.07305	3264 Java Lane	3264	33.526481	33
695	Chattanooga	TN	37403	73	Wealth Zone Group	-85.20732	191 Raver Croft Drive	191	34.988775	34
696	Springdale	AR	72764	19	Richman Brothers	-94.053883	4810 Midway Road	4810	36.120214	36
697	Sudlersville	MD	21668	30	Children's Palace	-75.828726	2946 Columbia Boulevard	2946	39.237317	39
698	Carrolltown	PA	15722	69	Life's Gold	-78.667388	933 Coal Street	933	40.593578	40
699	West Palm Beach	FL	33410	74	Rainbow Records	-80.164613	3785 Elkview Drive	3785	26.740468	26
700	Neola	IA	51559	51	MagnaSolution	-95.722775	990 Ashwood Drive	990	41.403705	41
701	Shawnee	KS	66214	27	Solid Future	-94.71735	2441 Poe Lane	2441	39.027939	39
702	Stockton	CA	95202	19	Father & Son	-121.380264	277 Freed Drive	277	37.96649	37
703	Pittsburgh	PA	15219	30	Keeney's	-79.897878	1501 Stuart Street	1501	40.479824	40
704	Anderson	GA	30452	77	Reliable Garden Management	-82.664355	4754 Yorkie Lane	4754	34.644307	34
705	Milwaukee	WI	53213	42	Audio Visions	-87.956393	925 Johnny Lane	925	42.989433	42
706	Boise	ID	83716	22	Laughner's Cafeteria	-115.989435	3488 Young Road	3488	43.615267	43
707	Huntley	IL	60142	69	Angel's	-88.518738	352 Oak Avenue	352	42.127023	42
708	Eastland	TX	76448	31	Creative Wealth	-98.834638	1573 Sussex Court	1573	32.391986	32
709	Dewitt	MI	48820	53	Second Time Around	-84.638839	2238 Haven Lane	2238	42.936179	42
710	Farmington	ID	99128	68	Block Distributors	-116.984741	1063 Fantages Way	1063	47.106625	47
711	Payson	AZ	85541	29	Frank and Seder	-111.19627	1799 Skips Lane	1799	34.269886	34
712	Grand Rapids	MI	49503	29	Red Food	-85.648651	1955 Wetzel Lane	1955	42.938453	42
713	Cleveland	OH	44115	28	Pup 'N' Taco	-81.667701	3171 Vineyard Drive	3171	41.53411	41
714	Lancaster	PA	17602	79	Orion	-76.230587	4600 Hidden Valley Road	4600	40.00311	40
715	East Peoria	IL	61611	29	S&W Cafeteria	-89.584121	2553 Garfield Road	2553	40.737983	40
716	Parish	NY	13131	68	The Goose and Duck	-76.073748	3463 Plainfield Avenue	3463	43.351447	43
717	Port Orange	FL	32129	20	Yardbirds Home Center	-80.9475	3818 Spirit Drive	3818	29.064562	29
718	Norfolk	VA	23502	49	Leonard Krower & Sons	-76.160847	3341 Kildeer Drive	3341	36.927256	36
719	Brookhaven	MS	39601	69	Harmony House	-90.488883	296 Devils Hill Road	296	31.583173	31
720	Plant City	FL	33566	64	Huffman and Boyle	-82.033318	820 Badger Pond Lane	820	28.082792	28
721	Towson	MD	21204	54	AM/PM Camp	-76.674704	3046 Woodhill Avenue	3046	39.416643	39
722	Arma	KS	66712	22	Rogersound Labs	-94.742466	1683 Oliverio Drive	1683	37.517061	37
723	Baltimore	MD	21202	49	The Warner Brothers Store	-76.511798	3421 Hickory Heights Drive	3421	39.291918	39
724	Boardman	OH	44512	24	Zephyr Investments	-80.601142	981 Little Street	981	41.026416	41
725	Newbury Park	CA	91320	22	Schucks Auto Supply	-118.936813	4260 Diane Street	4260	34.226973	34
726	Longview	TX	75601	25	County Seat	-94.750482	2330 Gladwell Street	2330	32.492328	32
727	Shakopee	MN	55379	82	Full Color	-93.56694	418 Oral Lake Road	418	44.841589	44
728	Wayne	NJ	7477	68	Omni Superstore	-74.359368	1302 Fairfax Drive	1302	41.102977	41
729	Cincinnati	KY	45203	58	Liberty Wealth Planner	-84.468684	1523 Counts Lane	1523	39.181986	39
730	Stamford	CT	6902	36	Bettendorf's	-73.584993	4137 Raoul Wallenberg Place	4137	41.058418	41
731	Belleville	NJ	7109	19	Fresh Start	-74.239673	4637 Fairfax Drive	4637	40.720981	40
732	Knoxville	TN	37917	70	Sammy's Record Shack	-83.940449	350 Brown Avenue	350	35.93055	35
733	White Swan	WA	98952	26	Pro Property Maintenance	-120.776667	374 Melrose Street	374	46.353085	46
734	Irvine	CA	92614	66	Britches of Georgetown	-117.791309	2501 Denver Avenue	2501	33.625524	33
735	Portland	OR	97205	85	"Sounds Great, Inc"	-122.674851	3210 Heron Way	3210	45.583925	45
736	Sawyer	KS	67134	35	Red Fox Tavern	-98.676354	1266 Oliverio Drive	1266	37.432266	37
737	Oklahoma City	OK	73102	77	Asian Solutions	-97.526721	2586 Benson Park Drive	2586	35.482433	35
738	Hanover	MD	21076	60	DGS VolMAX	-76.701846	2868 Green Gate Lane	2868	39.271737	39
739	Lake Charles	LA	70629	72	Superior Interior Design	-93.284044	4450 Sherwood Circle	4450	30.360681	30
740	Greenwood	MS	38930	44	DGS VolMAX	-90.110718	1927 Saint Clair Street	1927	33.517955	33
741	Longview	TX	75601	60	World Radio	-94.71038	2464 Hall Place	2464	32.595174	32
742	Baltimore	MD	21201	61	Garden Guru	-76.701822	4648 Calvin Street	4648	39.295954	39
743	Minneapolis	MN	55410	44	Universo Realtors	-93.219593	4382 Rocket Drive	4382	44.951274	44
744	Buffalo	NY	14202	28	University Stereo	-78.935404	4055 Nuzum Court	4055	42.932214	42
745	Haledon	NJ	7508	27	Tower Records	-74.26617	4503 Deer Ridge Drive	4503	41.032395	41
746	Centennial	CO	80111	82	Ulbrich's	-104.865188	3443 Clay Lick Road	3443	39.561685	39
747	Eau Claire	WI	54701	78	Griff's Hamburgers	-91.608163	2855 Benson Street	2855	44.821105	44
748	Peoria	IL	61604	29	Service Merchandise	-89.61206	1433 Garfield Road	1433	40.640662	40
749	Dallas	TX	75204	31	Sampson's	-96.871252	709 Liberty Street	709	32.89724	32
750	Columbia	SC	29201	80	Lone Wolf Wealth Planning	-80.980033	653 Hillview Street	653	34.028498	34
751	Troy	MI	48083	24	Pantry Pride	-83.057856	357 D Street	357	42.543903	42
752	New York	NY	10016	30	Freedom Map	-73.99905	4041 Hoffman Avenue	4041	40.687441	40
753	Concord	IL	62631	56	Gold Touch	-90.407598	4102 Isaacs Creek Road	4102	39.788467	39
754	Lombard	IL	60148	43	Jacobs	-87.999021	1537 Walkers Ridge Way	1537	41.906499	41
755	New Johnsonville	TN	37134	67	Vari-Tec	-87.855166	1489 Chenoweth Drive	1489	36.040258	36
756	Anniston	AL	36201	82	Konsili	-85.815517	3349 New Creek Road	3349	33.626324	33
757	Poughkeepsie	NY	12601	79	Desert Garden Help	-73.934396	3309 Camden Place	3309	41.619385	41
758	Little Rock	AR	72211	74	Singer Lumber	-92.343023	1391 Clinton Street	1391	34.823248	34
759	Roxboro	NC	27573	48	Olympic Sports	-78.884205	129 Ingram Road	129	36.470465	36
760	Tyler	TX	75757	55	Dubrow's Cafeteria	-95.328605	3585 Alpha Avenue	3585	32.264168	32
761	Miami	FL	33131	63	Purity Supreme	-80.16891	2529 Trails End Road	2529	25.849135	25
762	Staunton	VA	24401	42	Planet Profit	-78.973223	744 Maxwell Farm Road	744	38.173136	38
763	Charlotte	NC	28202	83	Powerbod	-80.871381	4659 Watson Lane	4659	35.129122	35
764	Fort Worth	TX	76104	42	Carrols Restaurant Group	-97.406716	483 Thrash Trail	483	32.788563	32
765	Plains	PA	18705	51	Geri's Hamburgers	-75.852493	4019 Coal Road	4019	41.272276	41
766	Stamford	CT	6902	56	Ernst Home Centers	-73.538317	2155 Airplane Avenue	2155	41.130539	41
767	Kawaihae	HI	96743	51	Evans	-155.840041	2416 Randall Drive	2416	19.970562	19
768	Panama City	FL	32401	84	Fisher Foods	-85.621046	510 Woodside Circle	510	30.251554	30
769	Austin	TX	78758	22	KB Toys	-97.801899	4679 Brentwood Drive	4679	30.400679	30
770	Chicago	IL	60629	68	Brilliant Home Designs	-87.666434	4880 Point Street	4880	41.782034	41
771	Tustin	CA	92680	63	Knockout Kickboxing	-117.765316	314 Alpaca Way	314	33.792601	33
772	Washington	DC	20024	59	Waves Music	-77.001349	4669 School Street	4669	38.811283	38
773	Greenville	SC	29607	53	Paul's Record Hut	-82.33157	763 Brown Avenue	763	34.707216	34
774	Laurel	MD	20707	83	Soul Sounds Unlimited	-76.824612	1528 Woodhill Avenue	1528	39.196574	39
775	Southfield	MI	48075	76	Realty Zone	-83.160463	1799 Front Street	1799	42.37607	42
776	Gilbert	AZ	85233	58	DGS VolMAX	-111.884861	1930 Polk Street	1930	33.342673	33
777	Sacramento	CA	95814	35	Waves Music	-121.561276	2673 Park Avenue	2673	38.486808	38
778	Cincinnati	OH	45202	61	Erol's	-84.424117	728 Rogers Street	728	39.184618	39
779	Grand Rapids	MI	49503	23	Fireball	-85.730463	3917 Rubaiyat Road	3917	43.050074	43
780	Mayfield Heights	OH	44124	80	Gino's Hamburgers	-81.397625	801 Vineyard Drive	801	41.501592	41
781	Homestead	FL	33030	59	Skaggs-Alpha Beta	-80.520162	2943 Agriculture Lane	2943	25.573763	25
782	Dunwoody	GA	30338	29	Eagle Food Centers	-84.330846	3043 Neuport Lane	3043	33.86685	33
783	Altoona	PA	16602	55	Sunflower Market	-78.325613	2293 Harley Brook Lane	2293	40.508334	40
784	Houston	TX	77032	33	Corinthian Designs	-95.37339	2813 Circle Drive	2813	29.984062	29
785	Oklahoma City	OK	73135	85	Forum Cafeterias	-97.328351	1799 Meadow Drive	1799	35.446521	35
786	Radcliff	KY	40160	61	Body Toning	-85.875059	2852 Shady Pines Drive	2852	37.798967	37
787	Princess Anne	VA	23456	53	First Choice Yard Help	-76.026014	1786 Pinchelone Street	1786	36.685246	36
788	Foxboro	MA	2035	26	Buckeye Furniture	-71.265783	1493 Pearlman Avenue	1493	42.075522	42
789	North Syracuse	NY	13212	71	Pak and Save	-76.229216	4685 Confederate Drive	4685	43.094624	43
790	Mill Creek	WV	26280	35	Martin's	-80.133212	244 Froe Street	244	38.632094	38
791	Temple	TX	76501	25	Champion Auto	-97.315826	917 Beeghley Street	917	31.140485	31
792	Tampa	FL	33602	78	Stratapro	-82.421385	183 Ethels Lane	183	27.997065	27
793	Detroit	MI	48202	30	The Royal Canadian Pancake Houses	-83.084261	2677 Woodbridge Lane	2677	42.358183	42
794	Monroe	OR	97456	84	FlowerTime	-123.342258	2776 Skinner Hollow Road	2776	44.35584	44
795	Arlington Heights	IL	60005	73	Gino's Hamburgers	-87.960137	4182 Kembery Drive	4182	42.116611	42
796	Lexington	KY	40507	19	American Appliance	-84.495424	3334 May Street	3334	38.06543	38
797	Cartersville	GA	30120	77	Vinyl Fever	-84.821161	1579 Neuport Lane	1579	34.260957	34
798	Santa Barbara	CA	93105	31	Peaches	-119.666962	3094 Euclid Avenue	3094	33.984618	33
799	Charleston	WV	25301	40	Music Den	-81.68519	474 Tavern Place	474	38.300692	38
800	Jackson	MS	39201	43	Lawnscape Garden Maintenance	-90.093292	1233 Eastland Avenue	1233	32.202099	32
801	Cambridge	MA	2141	27	Cut Rite Lawn Care	-71.16588	4310 Kennedy Court	4310	42.36035	42
802	Lansing	MI	48933	32	Magik Gray	-84.589188	2089 Haven Lane	2089	42.714488	42
803	Columbia	AL	36319	74	Linens 'n Things	-85.113145	2352 Franklin Street	2352	31.403049	31
804	Farmers Branch	TX	75244	60	Infinite Wealth	-96.920574	1807 Jones Street	1807	32.914876	32
805	Spokane	WA	99201	60	Wag's	-117.443052	4753 Mudlick Road	4753	47.589548	47
806	Metairie	LA	70001	28	Herman's World of Sporting Goods	-90.209494	4591 Paul Wayne Haggerty Road	4591	30.01679	30
807	College Park	MD	20741	84	Hill-Behan	-77.01023	4689 Roane Avenue	4689	38.994489	38
808	Colwich Bentley	KS	67030	79	Waccamaw Pottery	-97.427573	3501 Henery Street	3501	37.878034	37
809	Boalsburg	PA	16827	35	Merry-Go-Round	-77.735514	1689 Stutler Lane	1689	40.769156	40
810	Northampton	PA	18067	65	Coon Chicken Inn	-75.540108	1716 Franklee Lane	1716	40.809535	40
811	Richmond	VA	23228	22	Yesterday's Records	-77.556899	1533 Fleming Way	1533	37.577436	37
812	Eugene	OR	97401	50	Rivera Property Maintenance	-122.996721	2300 Brooklyn Street	2300	44.15717	44
813	Syracuse	NY	13202	31	Listenin' Booth	-76.124811	1731 Buckhannan Avenue	1731	43.087421	43
814	Fernley	NV	89408	57	Newhair	-118.973904	735 Sheila Lane	735	39.613708	39
815	Springbrook	WI	54875	71	Opti-Tek	-91.742739	1562 Tea Berry Lane	1562	45.976477	45
816	Birmingham	AL	35203	64	Fedco	-86.758752	1014 Strother Street	1014	33.467578	33
817	Richmond	VA	23219	22	Sanitary Grocery Stores	-77.518787	2131 Melody Lane	2131	37.586928	37
818	Kalispell	MT	59901	55	Jackpot Consultant	-114.30219	1796 Tibbs Avenue	1796	48.274458	48
819	Interlachen	FL	32148	42	The High Heelers	-81.876235	4713 Spirit Drive	4713	29.543169	29
820	New Berlin	WI	53151	39	ABC Markets	-88.019529	1346 Grant View Drive	1346	43.01162	43
821	San Jose	CA	95113	74	Harvest Foods	-121.947297	3852 Friendship Lane	3852	37.357459	37
822	Sacramento	CA	95814	78	Omni Source	-121.540671	634 Marietta Street	634	38.51139	38
823	Washington	MD	20011	52	Hamady Bros. Supermarkets	-77.049085	4652 Flanigan Oaks Drive	4652	39.008324	39
824	Milwaukee	WI	53217	52	Plunkett Home Furnishings	-87.986809	2338 Johnny Lane	2338	43.193074	43
825	New Canaan	CT	6840	70	Wag's	-73.579787	168 Raoul Wallenberg Place	168	41.23474	41
826	Austin	TX	78701	45	Monk Home Funding Services	-97.738266	1041 Sundown Lane	1041	30.228618	30
827	Charlotte	NC	28202	46	Bumper to Bumper Auto Parts	-80.852369	2938 Swick Hill Street	2938	35.308847	35
828	Manitou	OK	73555	41	Zany Brainy	-98.868976	3640 Grove Avenue	3640	34.524463	34
829	Lynndyl	UT	84640	71	Team Electronics	-112.302939	1336 Lang Avenue	1336	39.615684	39
830	Brentwood	NY	11717	75	Al's Auto Parts	-73.243971	785 Wayback Lane	785	40.840654	40
831	Sierra City	CA	96125	71	Electric Avenue	-120.560804	1874 Byers Lane	1874	39.635314	39
832	Dagsboro	DE	19939	36	Magna Solution	-75.24924	3514 Maud Street	3514	38.625805	38
833	Birmingham	AL	35209	80	Nickerson Farms	-86.716168	274 Strother Street	274	33.439966	33
834	Durham	NC	27703	33	Total Network Development	-78.73719	4264 Rockford Mountain Lane	4264	35.925002	35
835	Farmington	CT	6032	36	Manning's Cafeterias	-72.813112	4918 Copperhead Road	4918	41.711625	41
836	Phoenix	AZ	85016	31	Envirotecture Design Service	-112.07271	3510 Hillside Street	3510	33.450615	33
837	Tonopah	NV	89049	45	Dick Fischers	-116.632177	1518 Sheila Lane	1518	38.323792	38
838	Pontiac	MI	48342	79	John M. Smyth's Homemakers	-83.20767	430 Tuna Street	430	42.629307	42
839	Phoenix	AZ	85008	25	Dick Fischers	-112.025874	1556 Burnside Court	1556	33.469584	33
840	Southfield	MI	48235	77	Harold's	-83.240153	422 Eagle Drive	422	42.449727	42
841	Everett	WA	98204	75	Rickel	-122.262762	4675 Conifer Drive	4675	47.9436	47
842	Charlotte	NC	28202	44	Ransohoffs	-80.83912	2759 Kooter Lane	2759	35.211772	35
843	Las Vegas	NV	89119	77	Sure Save	-115.076452	2707 Hiney Road	2707	36.134108	36
844	La Ward	TX	77970	19	S&W Cafeteria	-96.471763	2218 Franklin Avenue	2218	28.782621	28
845	Long Island City	NY	11101	22	Red Fox Tavern	-73.860145	2252 Angus Road	2252	40.719903	40
846	Panama City	FL	32401	43	Red Bears Tavern	-85.536289	3879 Woodside Circle	3879	30.147025	30
847	Lyndhurst	NJ	7071	45	Listen Up	-74.049565	4114 Deer Ridge Drive	4114	40.806216	40
848	Corpus Christi	TX	78476	76	Maurice The Pants Man	-97.477706	1759 Boone Street	1759	27.843543	27
849	Dry Prong	LA	71423	52	L.L. Berger	-92.571791	4808 Tecumsah Lane	4808	31.534688	31
850	Fort Myers	FL	33901	57	Compact Disc Center	-81.887038	2935 Owen Lane	2935	26.627344	26
851	East Lansing	MI	48823	57	Frame Scene	-84.385982	1508 Ben Street	1508	42.69042	42
852	Corpus Christi	TX	78476	59	Morrison's Cafeteria	-97.400459	1712 Glenview Drive	1712	27.730533	27
853	Shaker Heights	OH	44120	75	Pro Star Garden Management	-81.486955	4938 Sunny Glen Lane	4938	41.553549	41
854	Chattanooga	TN	37408	41	Western Auto	-85.295043	4211 Corbin Branch Road	4211	35.12637	35
855	Coos Bay	OR	97420	70	Schaak Electronics	-124.169019	2102 New Street	2102	43.352063	43
856	Charleston	WV	25301	43	Lum's	-81.648463	1796 Kelly Drive	1796	38.386917	38
857	Burr Ridge	IL	60527	69	Square Circle	-87.968807	4261 Fraggle Drive	4261	41.665179	41
858	Memphis	TN	38111	64	Opticomp	-89.912199	1812 Lightning Point Drive	1812	35.01233	35
859	Dayton	OH	45424	70	H. J. Wilson & Company	-84.051974	4470 Norma Avenue	4470	39.832551	39
860	Huntington	NY	11743	30	Chargepal	-73.517748	2241 Southern Street	2241	40.90544	40
861	Pittsburgh	PA	15219	64	Colonial Stores	-80.061456	933 Michigan Avenue	933	40.388957	40
862	Milwaukee	WI	53202	53	Sholl's Colonial Cafeteria	-87.968234	3580 Reeves Street	3580	42.962862	42
863	Memphis	TN	38134	73	EXPO Design Center	-89.817365	998 Woodridge Lane	998	35.156839	35
864	Somers Point	NJ	8244	70	Chandler's	-74.605199	4524 Moonlight Drive	4524	39.307557	39
865	Limestone	ME	4750	72	ManCharm	-67.885791	390 Retreat Avenue	390	46.929328	46
866	Rancho Santa Margarita	CA	92688	38	You Are Successful	-117.640138	1670 Hillcrest Lane	1670	33.543814	33
867	Lakeland	FL	33801	77	Computer City	-81.886617	2857 Ethels Lane	2857	28.048662	28
868	Minneapolis	MN	55401	48	Hudson's MensWear	-93.295683	4772 Hillcrest Circle	4772	45.061721	45
869	Cleveland	OH	44115	72	Hoyden	-81.720226	1044 Vineyard Drive	1044	41.496138	41
870	Oxford	WI	53952	22	Disc Jockey	-89.568933	4127 Primrose Lane	4127	43.696277	43
871	Pittsburgh	PA	15201	37	Sunny's Surplus	-79.944367	138 Shinn Avenue	138	40.405474	40
872	Murrieta	CA	92562	78	McDuff	-117.266611	3407 Denver Avenue	3407	33.4515	33
873	Springfield	KY	40069	77	Lazysize	-85.295293	2585 Zappia Drive	2585	37.700368	37
874	Sewickley	PA	15143	56	Kent's	-80.054639	1679 Frank Avenue	1679	40.615563	40
875	Great Neck	NY	11021	71	Oklahoma Tire & Supply Company	-73.821735	4841 Stanley Avenue	4841	40.717832	40
876	Jasper	IN	47546	46	Strategy Consulting	-86.992282	781 Neville Street	781	38.341053	38
877	Manchester	NH	3101	73	Expo Superstore	-71.499299	3456 Shearwood Forest Drive	3456	43.002932	43
878	Aurora	CO	80014	24	Golden's Distributors	-104.901741	3551 McKinley Avenue	3551	39.614592	39
879	Catarina	TX	78836	35	Newmark & Lewis	-99.549746	934 Parrish Avenue	934	28.400275	28
880	Orange Park	FL	32073	51	Sun Television and Appliances	-81.834332	3470 Cherry Tree Drive	3470	30.108502	30
881	Edgemont	CA	92508	48	Platinum Interior Design	-117.320578	2094 Denver Avenue	2094	33.996412	33
882	Westfield	NC	27053	59	Sunny's Surplus	-80.315837	4411 Havanna Street	4411	36.37905	36
883	Swainsboro	GA	30401	46	Wickes Furniture	-82.45221	2245 Oakridge Lane	2245	32.550846	32
884	Baton Rouge	LA	70802	32	Dee's Drive-In	-91.166929	1965 Washburn Street	1965	30.514081	30
885	Houston	TX	77014	57	Pointers	-95.472689	3779 Bird Spring Lane	3779	29.990206	29
886	Sidney	OH	45365	65	EnviroSource Design	-84.193013	1879 Ingram Street	1879	40.323509	40
887	San Diego	CA	92101	34	Robert Hall	-117.147784	3259 Poplar Avenue	3259	32.64646	32
888	Burlington	NJ	8016	38	Carrols Restaurant Group	-74.891027	1440 Lake Road	1440	40.037979	40
889	Gregory	SD	57533	36	L.L. Berger	-99.428221	1429 Hartway Street	1429	43.289485	43
890	Blountville	TN	37617	85	Monk Home Loans	-82.386445	2393 Public Works Drive	2393	36.602207	36
891	Minneapolis	MN	55410	85	Bennett Brothers	-93.29835	444 Sycamore Fork Road	444	44.88433	44
892	Atlanta	GA	30337	61	Vitamax Health Food Center	-84.525364	363 Post Farm Road	363	33.726222	33
893	Catlettsburg	KY	41129	76	Patterson-Fletcher	-82.635672	2247 Hinkle Deegan Lake Road	2247	38.366021	38
894	Abilene	TX	79605	74	Omni Architectural Designs	-99.736656	2896 Anthony Avenue	2896	32.406395	32
895	Worthington	OH	43085	83	Electronic Geek	-83.014648	186 Old House Drive	186	40.075039	40
896	Tucson	AZ	85701	52	Incluesiv	-110.993585	810 Dogwood Lane	810	32.237428	32
897	Eagleville	PA	19403	34	Manning's Cafeterias	-75.45427	3070 Cityview Drive	3070	40.205972	40
898	Stuyvesant Falls	NY	12174	54	Big Daddy's Restaurants	-73.825762	4072 Joes Road	4072	42.251991	42
899	Portsmouth	MA	3801	52	A. L. Price	-70.846774	2782 Lynn Street	2782	43.03987	43
900	New York	NY	10019	49	Buck Alley Lumber	-73.93219	3343 Geraldine Lane	3343	40.766747	40
